p,gmn
0.233333,-9.0286e-09
0.233333,-8.70667e-09
0.233333,-2.95878e-08
0.233333,-1.3215e-13
0.233333,-2.61132e-10
0.233333,-4.49326e-11
0.233333,-5.04268e-11
0.233333,-2.9956e-08
0.233333,-1.42583e-09
0.233333,-4.44585e-08
0.233333,-4.49334e-11
0.233333,-4.49476e-11
0.233333,-1.20299e-15
0.233333,-2.44249e-14
0.233333,-6.27054e-12
0.233333,-3.10296e-15
0.233333,-4.49324e-11
0.233333,-4.49323e-11
0.233333,-3.33696e-09
0.233333,-4.96616e-09
0.233333,-4.29746e-10
0.233333,0.0705896
0.233333,-1.14577e-09
0.233333,-1.06846e-08
0.233333,-1.15753e-13
0.233333,-3.78947e-08
0.233333,-8.41369e-12
0.233333,-4.49389e-11
0.233333,-4.49324e-11
0.233333,-4.31496e-08
0.233333,-8.23028e-12
0.233333,-3.28655e-13
0.233333,0.0645143
0.233333,-3.19883e-15
0.233333,-2.72171e-09
0.233333,-3.06672e-13
0.233333,-2.53267e-09
0.233333,-5.0588e-14
0.233333,-6.10089e-10
0.233333,-1.47218e-09
0.233333,-3.04552e-08
0.233333,-4.4936e-11
0.233333,-2.24709e-08
0.233333,-4.49338e-11
0.233333,-1.20975e-09
0.233333,-9.62012e-09
0.233333,-2.37743e-11
0.233333,-3.95398e-11
0.233333,-1.42488e-09
0.233333,-6.61319e-08
0.233333,-1.98486e-08
0.233333,-2.91335e-14
0.233333,-2.84807e-08
0.233333,0.0110637
0.233333,-4.43404e-08
0.233333,-2.29324e-08
0.233333,-2.46858e-13
0.233333,-3.33881e-08
0.233333,-1.56817e-10
0.233333,-4.49323e-11
0.233333,-7.69609e-11
0.233333,-2.25816e-12
0.233333,-1.34755e-08
0.233333,-1.01761e-14
0.233333,-4.49324e-11
0.233333,-9.44503e-14
0.233333,-4.49348e-11
0.233333,-2.49097e-10
0.233333,-1.186e-09
0.233333,-1.06179e-14
0.233333,-1.65649e-09
0.233333,-2.71479e-08
0.233333,-1.11338e-13
0.233333,-3.71772e-14
0.233333,-1.89693e-12
0.233333,-2.34977e-08
0.233333,-4.49328e-11
0.233333,-2.07198e-09
0.233333,-4.99972e-12
0.233333,-2.4977e-12
0.233333,-8.47679e-09
0.233333,-3.23726e-11
0.233333,-7.2844e-09
0.233333,-4.49373e-11
0.233333,-1.52827e-09
0.233333,-8.74941e-10
0.233333,-1.17078e-08
0.233333,-1.69396e-09
0.233333,-5.87008e-14
0.233333,-4.49327e-11
0.233333,-1.20974e-09
0.233333,-7.34539e-16
0.233333,-4.49324e-11
0.233333,-8.87955e-10
0.233333,-3.01613e-10
0.233333,-1.32265e-12
0.233333,-4.49341e-11
0.233333,-5.25425e-11
0.233333,-1.57482e-08
0.233333,-4.49408e-11
0.233333,-4.64944e-15
0.233333,-2.6109e-10
0.233333,-5.00516e-09
0.233333,-1.54302e-13
0.233333,-1.36321e-13
0.233333,-1.00221e-08
0.233333,-7.44579e-12
0.233333,-1.11716e-15
0.233333,-2.24662e-13
0.233333,-1.48279e-13
0.233333,-3.07918e-09
0.233333,-1.64271e-09
0.233333,-1.42236e-11
0.233333,-1.50253e-09
0.233333,-1.01308e-12
0.233333,-4.42319e-12
0.233333,-2.1096e-09
0.233333,-4.49329e-11
0.233333,-2.5448e-08
0.233333,-4.49323e-11
0.233333,-4.49324e-11
0.233333,-5.31387e-08
0.233333,-6.38916e-08
0.233333,-2.1401e-08
0.233333,-5.53053e-15
0.233333,-1.20973e-09
0.233333,-9.12708e-09
0.233333,-4.49358e-11
0.233333,-4.49324e-11
0.233333,0.0409897
0.233333,-8.59335e-09
0.233333,-4.49324e-11
0.233333,-1.20974e-09
0.233333,-1.73261e-13
0.233333,-3.2827e-13
0.233333,0.199908
0.233333,-4.82835e-08
0.233333,-2.33088e-12
0.233333,-5.24726e-08
0.233333,-7.96957e-09
0.233333,-6.84977e-10
0.233333,-1.86839e-10
0.233333,-9.81576e-10
0.233333,-1.19148e-10
0.233333,-2.84728e-11
0.233333,-2.29268e-09
0.233333,-4.49324e-11
0.233333,-1.20974e-09
0.233333,-9.98065e-10
0.233333,-4.49323e-11
0.233333,0.031843
0.233333,-4.72349e-10
0.233333,-4.49345e-11
0.233333,-4.49325e-11
0.233333,-2.80875e-14
0.233333,0.159367
0.233333,-3.56734e-09
0.233333,-4.14928e-13
0.233333,-6.78345e-11
0.233333,-4.49356e-11
0.233333,-4.49323e-11
0.233333,-4.75106e-09
0.233333,-1.95974e-08
0.233333,-3.16169e-08
0.233333,-3.18304e-13
0.233333,-1.04861e-13
0.233333,0.0140833
0.233333,0.212996
0.233333,-3.31282e-13
0.233333,-4.49328e-11
0.233333,-4.49323e-11
0.233333,-4.49332e-11
0.233333,-2.19465e-13
0.233333,-4.49324e-11
0.233333,-4.67152e-08
0.233333,-1.47277e-09
0.233333,-1.69319e-11
0.233333,0.19006
0.233333,-1.14568e-13
0.233333,-3.53983e-14
0.233333,-4.03301e-09
0.233333,-2.55817e-10
0.233333,-1.7863e-08
0.233333,-5.74432e-08
0.233333,-4.31183e-08
0.233333,-1.49999e-09
0.233333,-5.34672e-13
0.233333,-1.29907e-08
0.233333,-4.49324e-11
0.233333,-1.17276e-09
0.233333,-3.66163e-09
0.233333,-4.00349e-12
0.233333,-6.00181e-09
0.233333,-2.8463e-10
0.233333,-4.7182e-14
0.233333,-4.49359e-11
0.233333,-5.13521e-12
0.233333,-4.49323e-11
0.233333,-1.20974e-09
0.233333,-1.22438e-13
0.233333,-4.49345e-11
0.233333,-6.66678e-09
0.233333,-4.49326e-11
0.233333,-4.67409e-09
0.233333,-1.91945e-08
0.233333,-5.40292e-10
0.233333,-4.61716e-09
0.233333,-4.54605e-14
0.233333,-4.49324e-11
0.233333,-1.04877e-10
0.233333,-2.11705e-09
0.233333,-4.49325e-11
0.233333,-1.46203e-09
0.233333,-3.12222e-13
0.233333,-2.02868e-09
0.233333,-5.04747e-09
0.233333,-4.49324e-11
0.233333,-1.64876e-08
0.233333,-3.17551e-15
0.233333,0.267
0.233333,0.0958897
0.233333,-1.57908e-12
0.233333,-2.31567e-12
0.233333,-2.58143e-10
0.233333,-3.01103e-09
0.233333,-7.784e-09
0.233333,-3.34683e-08
0.233333,-4.49324e-11
0.233333,-3.7367e-08
0.233333,-2.0704e-08
0.233333,-2.92853e-13
0.233333,-1.82777e-13
0.233333,-9.49191e-10
0.233333,-8.51946e-10
0.233333,-1.89456e-11
0.233333,-4.49448e-11
0.233333,-3.71033e-15
0.233333,-5.3141e-11
0.233333,-5.4545e-12
0.233333,-4.49323e-11
0.233333,-4.75276e-08
0.233333,-1.65036e-08
0.233333,-1.96822e-09
0.233333,-6.5369e-13
0.233333,-1.91798e-10
0.233333,-4.49324e-11
0.233333,-4.48561e-11
0.233333,-4.49324e-11
0.233333,-6.9336e-09
0.233333,-2.03554e-08
0.233333,-1.20974e-09
0.233333,-2.1668e-09
0.233333,-3.4795e-11
0.233333,-4.53104e-11
0.233333,-4.49324e-11
0.233333,-1.78564e-13
0.233333,-3.45147e-09
0.233333,0.0178539
0.233333,-4.49324e-11
0.233333,-8.05752e-10
0.233333,-1.62409e-08
0.233333,-6.16207e-15
0.233333,-1.21328e-10
0.233333,-5.55414e-08
0.233333,-1.26965e-08
0.233333,-4.49423e-11
0.233333,-1.98228e-08
0.233333,-2.02678e-13
0.233333,-4.49349e-11
0.233333,0.0228017
0.233333,-8.90419e-13
0.233333,-2.72438e-13
0.233333,-2.29551e-12
0.233333,-4.49323e-11
0.233333,-5.37981e-14
0.233333,-1.28585e-11
0.233333,-1.76337e-14
0.233333,-2.68142e-08
0.233333,0.0452249
0.233333,-2.0815e-08
0.233333,-1.07828e-09
0.233333,-4.49323e-11
0.233333,-4.49323e-11
0.233333,-4.49324e-11
0.233333,-1.27623e-13
0.233333,-3.06047e-13
0.233333,-2.62208e-13
0.233333,-4.45265e-11
0.233333,-1.20974e-09
0.233333,-8.52711e-10
0.233333,-4.49324e-11
0.233333,-2.94265e-10
0.233333,-5.02662e-13
0.233333,-1.01587e-10
0.233333,-2.84636e-10
0.233333,-8.4259e-13
0.233333,-4.49351e-11
0.233333,-1.39576e-09
0.233333,-4.49325e-11
0.233333,-3.86578e-08
0.233333,-8.41819e-12
0.233333,-3.85606e-11
0.233333,-4.49373e-11
0.233333,-5.48624e-08
0.233333,-6.80854e-12
0.233333,-4.8489e-13
0.233333,-6.67144e-13
0.233333,-2.17894e-10
0.233333,-1.74407e-08
0.233333,-3.27148e-13
0.233333,-9.77325e-08
0.233333,-4.49339e-11
0.233333,-4.49324e-11
0.233333,-1.12915e-10
0.233333,-3.19967e-12
0.233333,-1.03189e-08
0.233333,-5.14389e-14
0.233333,-1.20973e-09
0.233333,-7.72219e-12
0.233333,-1.08872e-08
0.233333,-9.26232e-09
0.233333,-4.49324e-11
0.233333,-4.49324e-11
0.233333,-2.44797e-09
0.233333,-1.07812e-14
0.233333,-4.49329e-11
0.233333,-1.93493e-09
0.233333,-2.70544e-09
0.233333,-1.05451e-08
0.233333,-3.29441e-11
0.233333,-1.56829e-13
0.233333,-6.41118e-14
0.233333,-4.49324e-11
0.233333,-4.49324e-11
0.233333,-1.20982e-09
0.233333,-4.49324e-11
0.233333,-4.49324e-11
0.233333,-2.07824e-08
0.233333,-2.03144e-08
0.233333,-8.55838e-14
0.233333,-7.89646e-15
0.233333,-1.32304e-12
0.233333,-1.83302e-09
0.233333,2.23442e-08
0.233333,-1.55897e-13
0.233333,-4.70407e-09
0.233333,-8.44272e-11
0.233333,-1.20974e-09
0.233333,-3.26652e-13
0.233333,-4.49329e-11
0.233333,-5.34995e-12
0.233333,-4.45609e-12
0.233333,-4.49324e-11
0.233333,-1.24291e-09
0.233333,-4.24355e-13
0.233333,0.127127
0.233333,-3.16838e-10
0.233333,-1.16675e-09
0.233333,-1.94039e-08
0.233333,-1.20974e-09
0.233333,-4.08512e-15
0.233333,-3.16043e-14
0.233333,-9.25107e-13
0.233333,-4.49325e-11
0.233333,-2.69767e-15
0.233333,-4.49324e-11
0.233333,-1.60152e-08
0.233333,-6.11138e-15
0.233333,-1.27402e-09
0.233333,-1.69584e-08
0.233333,-1.83617e-09
0.233333,-1.26843e-14
0.233333,-8.00865e-10
0.233333,-6.9344e-10
0.233333,-2.00226e-12
0.233333,-4.4937e-11
0.233333,-4.49325e-11
0.233333,-4.49324e-11
0.233333,-4.29557e-08
0.233333,-1.76296e-08
0.233333,-6.21144e-12
0.233333,-1.402e-09
0.233333,-1.55473e-08
0.233333,-4.49324e-11
0.233333,-2.24461e-08
0.233333,-1.12291e-10
0.233333,-1.20034e-08
0.233333,-2.47577e-11
0.233333,-3.03577e-14
0.233333,-8.21673e-10
0.233333,-1.82053e-08
0.233333,-4.49326e-11
0.233333,-4.49403e-11
0.233333,-4.289e-08
0.233333,-2.1313e-08
0.233333,0.0333279
0.233333,-8.12323e-10
0.233333,-2.50011e-08
0.233333,-1.87269e-09
0.233333,-4.49329e-11
0.233333,-2.58639e-08
0.233333,-4.49324e-11
0.233333,-2.76308e-14
0.233333,-1.27062e-14
0.233333,-4.49324e-11
0.233333,-3.61929e-09
0.233333,-4.49323e-11
0.233333,0.0404759
0.233333,-4.49338e-11
0.233333,-9.45077e-14
0.233333,-1.22479e-14
0.233333,-1.85484e-11
0.233333,-5.24171e-13
0.233333,-4.49323e-11
0.233333,-4.49323e-11
0.233333,-4.49325e-11
0.233333,-4.49324e-11
0.233333,-3.78287e-09
0.233333,-4.49323e-11
0.233333,-2.84385e-09
0.233333,-2.84625e-10
0.233333,-9.23978e-12
0.233333,-3.31518e-11
0.233333,-2.8276e-13
0.233333,-1.00869e-08
0.233333,-2.54271e-12
0.233333,-2.01131e-13
0.233333,-2.85174e-10
0.233333,-2.8878e-11
0.233333,-2.52217e-08
0.233333,-3.45139e-08
0.233333,-3.0438e-13
0.233333,-9.65339e-14
0.233333,-2.35969e-08
0.233333,-1.04892e-11
0.233333,-8.27939e-09
0.233333,-4.60469e-09
0.233333,-4.46953e-11
0.233333,-3.25146e-13
0.233333,-1.84936e-11
0.233333,-3.35313e-08
0.233333,-2.61201e-13
0.233333,-4.49324e-11
0.233333,-1.47057e-09
0.233333,-3.16988e-13
0.233333,-4.49324e-11
0.233333,-8.46979e-09
0.233333,-1.4631e-12
0.233333,-8.44254e-09
0.233333,-1.096e-13
0.233333,-1.04412e-11
0.233333,-5.37931e-08
0.233333,-7.22126e-10
0.233333,-2.87338e-08
0.233333,-2.58582e-09
0.233333,-5.3472e-09
0.233333,-8.03168e-10
0.233333,-2.06668e-13
0.233333,-2.74052e-13
0.233333,-1.82543e-08
0.233333,-4.29739e-10
0.233333,-1.31636e-08
0.233333,-3.01611e-10
0.233333,-2.05894e-11
0.233333,-1.19011e-09
0.233333,-3.66729e-10
0.233333,-5.88151e-11
0.233333,-3.99521e-09
0.233333,-1.12878e-11
0.233333,-2.19284e-14
0.233333,-4.49324e-11
0.233333,-3.45679e-12
0.233333,-8.63346e-10
0.233333,-1.02294e-09
0.233333,-3.24261e-15
0.233333,-2.04019e-10
0.233333,-6.0588e-13
0.233333,-4.49349e-11
0.233333,-5.76305e-09
0.233333,-3.23209e-13
0.233333,-1.62789e-08
0.233333,-1.50762e-14
0.233333,-2.28801e-10
0.233333,-1.70183e-13
0.233333,-1.36189e-09
0.233333,-8.01586e-12
0.233333,-4.2231e-08
0.233333,-6.83353e-09
0.233333,-1.97729e-10
0.233333,-4.49336e-11
0.233333,-1.75196e-08
0.233333,0.192631
0.233333,-4.49323e-11
0.233333,-3.40781e-11
0.233333,-1.9586e-10
0.233333,-1.37165e-13
0.233333,-4.49352e-11
0.233333,-5.56873e-13
0.233333,-4.7526e-09
0.233333,-7.37453e-10
0.233333,-1.78385e-09
0.233333,-4.28182e-15
0.233333,0.0693668
0.233333,-8.60782e-11
0.233333,-1.80688e-11
0.233333,-4.49324e-11
0.233333,-4.49333e-11
0.233333,-6.76917e-09
0.233333,-4.58661e-14
0.233333,-1.10067e-09
0.233333,-2.12508e-08
0.233333,-1.6468e-15
0.233333,-4.49324e-11
0.233333,-4.41925e-08
0.233333,-7.03243e-10
0.233333,-1.60228e-13
0.233333,-1.90133e-10
0.233333,0.0178351
0.233333,-4.49324e-11
0.233333,-2.84639e-10
0.233333,-2.84636e-10
0.233333,-7.7009e-09
0.233333,-8.6679e-12
0.233333,-7.06962e-13
0.233333,-4.92467e-11
0.233333,-2.38925e-12
0.233333,-7.64493e-13
0.233333,-5.91069e-14
0.233333,-4.49057e-14
0.233333,-1.65936e-08
0.233333,-1.45047e-10
0.233333,-7.02152e-08
0.233333,-4.49324e-11
0.233333,-2.84634e-10
0.233333,-2.86474e-11
0.233333,-5.4145e-15
0.233333,-2.61765e-08
0.233333,-1.23288e-08
0.233333,-1.87186e-08
0.233333,-4.49339e-11
0.233333,-4.49324e-11
0.233333,-2.81812e-11
0.233333,-1.18315e-13
0.233333,-1.65659e-15
0.233333,-7.32155e-13
0.233333,-5.86511e-16
0.233333,-3.58047e-15
0.233333,-1.20974e-09
0.233333,-5.56906e-10
0.233333,-4.49324e-11
0.233333,-4.10408e-12
0.233333,-8.99628e-15
0.233333,-8.93985e-10
0.233333,-4.49324e-11
0.233333,0.124383
0.233333,-1.79761e-10
0.233333,-8.36633e-12
0.233333,-4.49324e-11
0.233333,-4.63946e-09
0.233333,-2.94912e-13
0.233333,-2.61434e-14
0.233333,-4.49335e-11
0.233333,-7.73338e-10
0.233333,-3.25242e-08
0.233333,-9.77711e-09
0.233333,-5.13239e-09
0.233333,-5.95678e-14
0.233333,-4.49327e-11
0.233333,-1.64276e-08
0.233333,-1.33706e-12
0.233333,0.05051
0.233333,-1.90579e-11
0.233333,-7.63577e-08
0.233333,-4.49324e-11
0.233333,-2.27966e-08
0.233333,-2.17175e-09
0.233333,-4.49324e-11
0.233333,-1.99169e-10
0.233333,-4.49335e-11
0.233333,-6.91304e-11
0.233333,-6.69072e-14
0.233333,-8.46843e-09
0.233333,-1.02623e-09
0.233333,0.227301
0.233333,0.130509
0.233333,-9.60994e-14
0.233333,-1.71356e-11
0.233333,-4.49324e-11
0.233333,-5.80035e-14
0.233333,-1.20974e-09
0.233333,-4.49324e-11
0.233333,-2.53618e-09
0.233333,-2.47472e-12
0.233333,-1.37189e-11
0.233333,-2.249e-13
0.233333,-3.04705e-09
0.233333,-4.49329e-11
0.233333,-9.28163e-12
0.233333,-2.50411e-08
0.233333,-1.20974e-09
0.233333,-2.36995e-13
0.233333,-1.30483e-09
0.233333,-3.60715e-09
0.233333,-4.21542e-10
0.233333,-4.4933e-11
0.233333,-4.49324e-11
0.233333,-3.07908e-12
0.233333,-4.49324e-11
0.233333,-4.49324e-11
0.233333,-2.81492e-08
0.233333,-5.52023e-16
0.233333,-2.10099e-13
0.233333,-4.45594e-08
0.233333,-4.49323e-11
0.233333,-7.14046e-09
0.233333,-6.69707e-12
0.233333,-4.49324e-11
0.233333,-4.49324e-11
0.233333,-6.16447e-09
0.233333,-1.96955e-08
0.233333,-1.20974e-09
0.233333,-1.22392e-10
0.233333,-4.49325e-11
0.233333,-2.76242e-09
0.233333,-3.10265e-10
0.233333,-1.20974e-09
0.233333,-4.11108e-13
0.233333,-1.39333e-13
0.233333,-2.68309e-08
0.233333,-2.73876e-12
0.233333,-4.51571e-08
0.233333,0.0131718
0.233333,-1.96534e-08
0.233333,-4.4935e-11
0.233333,-3.51434e-11
0.233333,-2.37727e-14
0.233333,-4.49326e-11
0.233333,-1.30768e-13
0.233333,-9.93574e-11
0.233333,-1.33331e-09
0.233333,-4.49323e-11
0.233333,-3.31724e-09
0.233333,-2.51123e-09
0.233333,-2.44075e-13
0.233333,-4.49323e-11
0.233333,-4.49324e-11
0.233333,-1.51586e-12
0.233333,-2.84637e-10
0.233333,-4.49331e-11
0.233333,-4.49326e-11
0.233333,-1.17962e-11
0.233333,-1.45866e-09
0.233333,-4.49358e-11
0.233333,-7.91801e-11
0.233333,-2.84638e-10
0.233333,-5.6276e-13
0.233333,-4.49324e-11
0.233333,-5.19622e-12
0.233333,-4.49323e-11
0.233333,-3.63502e-10
0.233333,0.0335065
0.233333,-2.03865e-08
0.233333,-4.66083e-09
0.233333,0.189659
0.233333,-7.79851e-10
0.233333,-4.49341e-11
0.233333,-1.79962e-14
0.233333,-9.15509e-10
0.233333,-4.1554e-08
0.233333,-3.1288e-08
0.233333,-4.4642e-08
0.233333,-1.02831e-08
0.233333,-1.30312e-14
0.233333,-4.17426e-10
0.233333,-7.35523e-15
0.233333,-3.1047e-08
0.233333,-1.32696e-09
0.233333,-3.10263e-13
0.233333,-4.49324e-11
0.233333,-4.49324e-11
0.233333,-8.00024e-15
0.233333,-1.82342e-09
0.233333,-3.12406e-13
0.233333,-4.64708e-10
0.233333,-4.49323e-11
0.233333,-7.26103e-14
0.233333,-4.49324e-11
0.233333,-8.54245e-09
0.233333,-4.49324e-11
0.233333,-2.5503e-08
0.233333,-6.14187e-10
0.233333,-9.16731e-13
0.233333,-4.81255e-13
0.233333,-4.49325e-11
0.233333,-3.91613e-09
0.233333,-4.49324e-11
0.233333,-4.31231e-08
0.233333,-4.49357e-11
0.233333,-3.00513e-13
0.233333,-2.91294e-10
0.233333,-5.51278e-10
0.233333,-2.91614e-12
0.233333,-5.12056e-14
0.233333,-9.82276e-09
0.233333,-8.27108e-13
0.233333,-1.62393e-10
0.233333,-4.15101e-13
0.233333,-3.22679e-13
0.233333,-1.08373e-10
0.233333,-8.20097e-13
0.233333,-3.22659e-16
0.233333,-4.49324e-11
0.233333,-3.49937e-14
0.233333,-3.70403e-14
0.233333,0.0732229
0.233333,-8.27941e-10
0.233333,-1.46364e-08
0.233333,-2.4071e-13
0.233333,-1.4785e-10
0.233333,-4.49401e-11
0.233333,-4.49324e-11
0.233333,-2.34977e-08
0.233333,-4.92157e-08
0.233333,-4.45795e-10
0.233333,-1.71871e-09
0.233333,-9.04508e-11
0.233333,0.0179691
0.233333,-1.27682e-08
0.233333,-4.49326e-11
0.233333,-4.71734e-09
0.233333,-1.20059e-08
0.233333,-3.1394e-08
0.233333,-2.84634e-10
0.233333,-3.23872e-14
0.233333,-4.49324e-11
0.233333,-4.49324e-11
0.233333,-4.49324e-11
0.233333,-2.29497e-09
0.233333,-4.49323e-11
0.233333,-1.18042e-14
0.233333,-2.05595e-08
0.233333,-4.35799e-13
0.233333,-4.49325e-11
0.233333,-4.49352e-11
0.233333,-4.49324e-11
0.233333,-8.84614e-11
0.233333,-1.73973e-13
0.233333,-2.08989e-08
0.233333,-7.13917e-13
0.233333,-7.67407e-10
0.233333,-9.6393e-15
0.233333,-2.00916e-09
0.233333,-4.49323e-11
0.233333,-4.49331e-11
0.233333,-3.76687e-08
0.233333,-1.07985e-10
0.233333,-6.73151e-09
0.233333,-4.49323e-11
0.233333,-4.49326e-11
0.233333,-1.99087e-12
0.233333,-1.47673e-13
0.233333,-5.91259e-11
0.233333,-1.36117e-14
0.233333,-3.12288e-09
0.233333,-2.39592e-08
0.233333,-3.74497e-09
0.233333,-2.8464e-10
0.233333,-1.29253e-09
0.233333,-6.05256e-10
0.233333,-8.98832e-10
0.233333,-4.46449e-08
0.233333,-4.47978e-11
0.233333,0.121327
0.233333,-4.49324e-11
0.233333,-1.0002e-14
0.233333,-7.38638e-15
0.233333,-2.84634e-10
0.233333,-1.25256e-14
0.233333,-4.49324e-11
0.233333,-1.11562e-12
0.233333,-4.49324e-11
0.233333,-4.31832e-11
0.233333,-1.81729e-09
0.233333,-1.52492e-12
0.233333,-1.92098e-09
0.233333,0.0282211
0.233333,-1.31299e-12
0.233333,-1.88123e-09
0.233333,-4.49328e-11
0.233333,-1.51452e-10
0.233333,-5.22708e-08
0.233333,-1.12006e-09
0.233333,-1.39466e-08
0.233333,-4.45735e-11
0.233333,-9.04618e-10
0.233333,-1.41779e-08
0.233333,-8.54868e-09
0.233333,-1.24872e-09
0.233333,-2.76905e-11
0.233333,-1.09544e-09
0.233333,-1.30165e-13
0.233333,-4.49324e-11
0.233333,-5.03234e-12
0.233333,-6.83789e-14
0.233333,-7.95149e-14
0.233333,-9.36057e-14
0.233333,-3.57547e-13
0.233333,-1.18732e-11
0.233333,-1.91484e-10
0.233333,-4.49331e-11
0.233333,-1.12533e-11
0.233333,-1.20973e-09
0.233333,-4.49324e-11
0.233333,-7.73479e-09
0.233333,-4.49324e-11
0.233333,-1.15329e-09
0.233333,-4.15046e-10
0.233333,-2.11203e-08
0.233333,-3.1525e-13
0.233333,-1.09418e-08
0.233333,-5.76427e-09
0.233333,-3.01611e-10
0.233333,-4.49323e-11
0.233333,-2.0827e-10
0.233333,-6.94125e-13
0.233333,-3.06651e-13
0.233333,-1.16917e-11
0.233333,-3.39676e-13
0.233333,-6.24095e-09
0.233333,-4.49323e-11
0.233333,-9.02802e-09
0.233333,-3.17692e-13
0.233333,-3.5776e-10
0.233333,-1.61441e-14
0.233333,-1.54916e-11
0.233333,-4.49324e-11
0.233333,-2.56782e-10
0.233333,-1.13774e-09
0.233333,-5.34031e-09
0.233333,-1.205e-08
0.233333,-4.49324e-11
0.233333,-2.69103e-10
0.233333,-4.49347e-11
0.233333,-5.37487e-14
0.233333,-3.21433e-13
0.233333,-3.15533e-13
0.233333,-7.6295e-09
0.233333,-4.49324e-11
0.233333,-4.49337e-11
0.233333,-1.33811e-13
0.233333,-2.49629e-08
0.233333,-2.15484e-13
0.233333,-1.68976e-13
0.233333,-4.49327e-11
0.233333,-4.49614e-11
0.233333,-3.99562e-08
0.233333,-4.49333e-11
0.233333,-8.47304e-10
0.233333,0.120491
0.233333,-4.49324e-11
0.233333,0.0670065
0.233333,-2.62874e-13
0.233333,-5.47902e-09
0.233333,-1.61324e-12
0.233333,-2.4164e-08
0.233333,-4.49374e-11
0.233333,-3.74223e-08
0.233333,-7.71803e-08
0.233333,-2.38702e-13
0.233333,-1.80731e-08
0.233333,-1.99165e-13
0.233333,-2.8897e-09
0.233333,-8.45996e-11
0.233333,-2.04109e-08
0.233333,-4.49324e-11
0.233333,-3.79689e-13
0.233333,-4.49362e-11
0.233333,-9.8363e-09
0.233333,-4.49338e-11
0.233333,-4.49324e-11
0.233333,-1.91148e-08
0.233333,-4.62893e-10
0.233333,-4.49423e-11
0.233333,-7.90255e-11
0.233333,-4.49324e-11
0.233333,-2.36143e-13
0.233333,-1.31538e-09
0.233333,-7.09011e-09
0.233333,-2.57802e-11
0.233333,-1.10249e-14
0.233333,-1.09736e-08
0.233333,-4.49324e-11
0.233333,-4.48228e-11
0.233333,-3.50053e-08
0.233333,-5.46615e-13
0.233333,-1.45899e-12
0.233333,-1.1123e-14
0.233333,-4.49323e-11
0.233333,-1.55029e-08
0.233333,-1.71111e-10
0.233333,-2.32733e-08
0.233333,-1.88524e-08
0.233333,-1.01794e-13
0.233333,-2.47692e-08
0.233333,-1.48506e-13
0.233333,-4.48545e-11
0.233333,-1.7419e-11
0.233333,-2.88443e-10
0.233333,-2.66711e-14
0.233333,-5.44461e-10
0.233333,-6.91531e-15
0.233333,-4.49323e-11
0.233333,-8.78894e-10
0.233333,-1.18162e-09
0.233333,-4.49324e-11
0.233333,0.0328104
0.233333,-4.49324e-11
0.233333,0.312688
0.233333,-4.49325e-11
0.233333,0.192659
0.233333,-6.16252e-12
0.233333,-9.30755e-13
0.233333,-3.0265e-09
0.233333,-1.20974e-09
0.233333,-1.09104e-12
0.233333,-1.26977e-15
0.233333,0.0320511
0.233333,-1.60021e-08
0.233333,-4.49324e-11
0.233333,-6.61802e-08
0.233333,-1.42306e-09
0.233333,-1.88547e-08
0.233333,-4.4933e-11
0.233333,-1.91348e-08
0.233333,-4.49323e-11
0.233333,-3.68231e-08
0.233333,-2.06783e-15
0.233333,-1.32774e-08
0.233333,-8.67893e-15
0.233333,-4.49323e-11
0.233333,-6.80798e-09
0.233333,-4.49332e-11
0.233333,-4.94716e-14
0.233333,-3.96834e-13
0.233333,-3.62108e-14
0.233333,0.238972
0.233333,-7.23482e-13
0.233333,-4.49324e-11
0.233333,-4.49326e-11
0.233333,-4.18261e-12
0.233333,-1.14145e-11
0.233333,-3.43951e-09
0.233333,-5.21554e-09
0.233333,-4.9716e-11
0.233333,-3.59721e-10
0.233333,-1.46034e-09
0.233333,-4.49324e-11
0.233333,-1.53779e-09
0.233333,-8.09897e-15
0.233333,-1.48895e-09
0.233333,-2.64266e-09
0.233333,-2.40267e-13
0.233333,-5.52815e-08
0.233333,-9.33705e-09
0.233333,-2.04022e-10
0.233333,-6.73454e-14
0.233333,0.00379359
0.233333,-3.29442e-07
0.233333,-2.4209e-08
0.233333,-2.90678e-09
0.233333,-1.12676e-08
0.233333,-3.35041e-13
0.233333,-4.49324e-11
0.233333,-3.47889e-09
0.233333,-1.4098e-08
0.233333,-4.49341e-11
0.233333,-1.47293e-12
0.233333,-1.41194e-14
0.233333,0.0192265
0.233333,-1.70979e-10
0.233333,-9.72367e-09
0.233333,-2.2785e-13
0.233333,-4.49378e-11
0.233333,-4.49324e-11
0.233333,-6.33752e-10
0.233333,-1.80839e-08
0.233333,-8.38136e-11
0.233333,-4.49324e-11
0.233333,-2.97448e-08
0.233333,-4.49345e-11
0.233333,-1.27279e-08
0.233333,-4.49324e-11
0.233333,-1.91765e-10
0.233333,-1.01942e-09
0.233333,-1.28642e-11
0.233333,-2.46879e-08
0.233333,-3.23184e-09
0.233333,-4.49324e-11
0.233333,-8.27348e-15
0.233333,-9.35994e-15
0.233333,-7.5773e-10
0.233333,-2.17317e-08
0.233333,-2.96295e-08
0.233333,-4.49325e-11
0.233333,-1.30351e-08
0.233333,-8.4731e-12
0.233333,-2.96981e-13
0.233333,-4.49345e-11
0.233333,-4.49348e-11
0.233333,-5.85609e-11
