p,gmn
0.1,-4.21237e-09
0.1,-6.27347e-09
0.1,-1.28539e-09
0.1,-1.67943e-13
0.1,-2.3297e-13
0.1,-5.48263e-10
0.1,-3.69001e-13
0.1,-4.49504e-11
0.1,-1.89421e-08
0.1,-1.31264e-09
0.1,-4.20221e-15
0.1,-4.49324e-11
0.1,-2.64275e-13
0.1,-2.77206e-08
0.1,-1.78429e-14
0.1,-5.70491e-13
0.1,-4.49324e-11
0.1,-7.56047e-14
0.1,-3.12759e-10
0.1,-1.45952e-09
0.1,-1.45863e-09
0.1,-2.67598e-13
0.1,-2.98406e-10
0.1,-8.81906e-13
0.1,-7.16508e-11
0.1,-6.69778e-10
0.1,-3.42546e-08
0.1,-1.0712e-10
0.1,-2.28423e-13
0.1,0.17833
0.1,-4.49324e-11
0.1,-6.05286e-14
0.1,-3.01284e-08
0.1,-2.22265e-10
0.1,-1.5332e-14
0.1,-3.06195e-13
0.1,-3.43317e-11
0.1,-7.20341e-10
0.1,-1.25065e-13
0.1,-1.65067e-09
0.1,-1.93551e-12
0.1,-1.80843e-08
0.1,-2.4252e-12
0.1,-3.05902e-08
0.1,-3.90272e-09
0.1,-4.77107e-15
0.1,-6.80393e-12
0.1,-5.43663e-13
0.1,-3.76668e-13
0.1,-1.91769e-09
0.1,-3.88665e-11
0.1,-3.22474e-13
0.1,-3.53874e-13
0.1,-6.32191e-09
0.1,-7.94226e-14
0.1,-2.66423e-11
0.1,-1.20739e-08
0.1,-4.03962e-09
0.1,-1.65552e-09
0.1,-5.64588e-15
0.1,-1.0735e-14
0.1,-1.88843e-09
0.1,-1.04202e-10
0.1,-4.49323e-11
0.1,-2.44553e-14
0.1,-4.44571e-08
0.1,-3.27774e-13
0.1,-1.68968e-08
0.1,-1.7246e-12
0.1,-6.53046e-10
0.1,-4.49341e-11
0.1,-3.22796e-13
0.1,-4.30145e-15
0.1,-1.04066e-08
0.1,-9.35273e-12
0.1,-5.3537e-09
0.1,-1.62369e-11
0.1,-1.22865e-14
0.1,-4.49411e-11
0.1,-4.49324e-11
0.1,-1.32244e-14
0.1,-1.20974e-09
0.1,-9.56182e-12
0.1,-4.49324e-11
0.1,-3.542e-09
0.1,-5.76551e-10
0.1,-2.98835e-08
0.1,-2.02253e-08
0.1,-2.96698e-13
0.1,-3.62006e-10
0.1,-1.70139e-11
0.1,-2.04019e-10
0.1,-4.49324e-11
0.1,-2.69615e-08
0.1,-2.11951e-15
0.1,-4.49323e-11
0.1,-2.32516e-09
0.1,-1.68503e-08
0.1,-1.87086e-09
0.1,-1.20974e-09
0.1,-1.3026e-08
0.1,-2.86292e-08
0.1,-6.95438e-09
0.1,-2.62192e-10
0.1,-4.07976e-14
0.1,-1.43087e-09
0.1,-2.1419e-13
0.1,-4.49325e-11
0.1,-1.8412e-12
0.1,-3.13669e-12
0.1,-4.04228e-10
0.1,-3.8104e-13
0.1,-1.32372e-08
0.1,-2.54801e-09
0.1,-2.55848e-12
0.1,0.111303
0.1,-9.21785e-13
0.1,-1.87327e-13
0.1,-3.59944e-10
0.1,-3.13349e-08
0.1,-1.86094e-12
0.1,-2.7091e-11
0.1,-6.973e-14
0.1,-4.08741e-14
0.1,-3.13614e-09
0.1,-2.96122e-10
0.1,-1.23231e-10
0.1,-9.0349e-09
0.1,-5.96872e-09
0.1,-1.74161e-12
0.1,-1.0631e-12
0.1,-1.06992e-08
0.1,-7.01959e-13
0.1,-1.76676e-10
0.1,-4.49324e-11
0.1,-1.27949e-13
0.1,-4.49324e-11
0.1,-4.85904e-09
0.1,-4.49324e-11
0.1,-3.29095e-09
0.1,-6.31313e-12
0.1,-2.86195e-10
0.1,-5.65298e-09
0.1,-5.14179e-14
0.1,-1.5487e-12
0.1,-4.26296e-14
0.1,-1.4095e-08
0.1,-2.06272e-13
0.1,-3.12953e-14
0.1,-1.64866e-08
0.1,-2.08899e-08
0.1,-2.02683e-11
0.1,-2.26576e-08
0.1,-3.36579e-14
0.1,-5.63634e-15
0.1,-1.10996e-13
0.1,-1.06567e-09
0.1,0.0284508
0.1,-7.92695e-14
0.1,-1.48795e-09
0.1,-2.351e-15
0.1,-3.18801e-13
0.1,-2.62397e-08
0.1,-1.51622e-10
0.1,-1.45954e-09
0.1,-8.73608e-10
0.1,-4.49324e-11
0.1,-3.26007e-14
0.1,0.354961
0.1,-5.38469e-14
0.1,-2.43481e-13
0.1,-1.58054e-13
0.1,-2.25952e-08
0.1,-1.91403e-09
0.1,-7.16847e-13
0.1,-4.49325e-11
0.1,-1.45795e-09
0.1,-5.35758e-12
0.1,-2.12189e-11
0.1,-1.50716e-08
0.1,-1.56429e-14
0.1,-2.47989e-08
0.1,-3.16059e-11
0.1,-4.63475e-09
0.1,-2.37695e-08
0.1,-7.32804e-15
0.1,-4.90828e-11
0.1,-6.51562e-15
0.1,-4.49284e-11
0.1,-6.99991e-10
0.1,-7.24568e-09
0.1,-1.00828e-09
0.1,-4.49324e-11
0.1,-8.46155e-15
0.1,-1.66627e-10
0.1,-1.1536e-13
0.1,-4.49324e-11
0.1,-4.49324e-11
0.1,-4.55809e-13
0.1,-4.8822e-11
0.1,-7.5859e-14
0.1,-4.49335e-11
0.1,-3.16375e-10
0.1,-1.47056e-09
0.1,-4.5264e-11
0.1,-1.90549e-10
0.1,-2.04019e-10
0.1,-6.31794e-09
0.1,-2.07031e-13
0.1,-1.21428e-09
0.1,-4.49324e-11
0.1,-2.56238e-08
0.1,-4.73369e-14
0.1,-1.90673e-09
0.1,-1.63694e-10
0.1,-1.49884e-09
0.1,-2.14073e-15
0.1,-3.62761e-10
0.1,-4.27356e-11
0.1,-4.49323e-11
0.1,-2.51086e-10
0.1,-4.79114e-13
0.1,-2.16266e-09
0.1,-1.03148e-12
0.1,-4.49324e-11
0.1,-7.10164e-15
0.1,-5.70881e-14
0.1,-1.22831e-10
0.1,0.111173
0.1,-7.13004e-15
0.1,-3.12795e-09
0.1,-5.88954e-11
0.1,-1.16353e-15
0.1,0.0779614
0.1,-2.80328e-09
0.1,-6.98703e-09
0.1,-2.00733e-08
0.1,-4.49324e-11
0.1,-1.24428e-09
0.1,-1.13579e-10
0.1,-1.23698e-08
0.1,-1.49211e-09
0.1,-4.96406e-11
0.1,-6.07513e-15
0.1,-3.76557e-15
0.1,-2.37582e-11
0.1,-1.95046e-13
0.1,-6.56196e-12
0.1,-1.93617e-10
0.1,-3.26162e-10
0.1,-1.38531e-12
0.1,-3.82052e-08
0.1,-2.68087e-08
0.1,-5.08688e-10
0.1,-4.62775e-13
0.1,-4.84384e-09
0.1,-1.70042e-09
0.1,-4.49324e-11
0.1,-2.08366e-12
0.1,-6.36934e-10
0.1,-2.38992e-13
0.1,-9.02419e-09
0.1,-9.64651e-11
0.1,-4.49324e-11
0.1,-4.49324e-11
0.1,-1.72133e-10
0.1,-2.77046e-08
0.1,-3.01441e-13
0.1,-1.42256e-08
0.1,-2.22653e-14
0.1,-7.2164e-13
0.1,-1.38789e-12
0.1,-2.59117e-13
0.1,-9.50001e-10
0.1,-5.88796e-09
0.1,-9.54916e-09
0.1,-4.62717e-09
0.1,-4.49324e-11
0.1,-4.07343e-08
0.1,-1.73451e-09
0.1,-3.23339e-09
0.1,-4.49324e-11
0.1,0.0586286
0.1,-4.49324e-11
0.1,-4.13345e-13
0.1,-4.32571e-14
0.1,-1.553e-12
0.1,-2.15383e-14
0.1,-4.49324e-11
0.1,-1.14036e-13
0.1,-3.03077e-08
0.1,-3.4139e-08
0.1,-4.87675e-10
0.1,-2.92231e-11
0.1,-2.2461e-13
0.1,-1.99661e-14
0.1,-2.88819e-13
0.1,-2.07831e-15
0.1,-1.80358e-08
0.1,-7.81563e-11
0.1,-9.73163e-09
0.1,0.0311114
0.1,-8.79407e-10
0.1,-1.19692e-13
0.1,-5.74912e-13
0.1,-2.78293e-09
0.1,-2.14162e-12
0.1,-1.45514e-11
0.1,-1.01061e-09
0.1,-4.49324e-11
0.1,-4.49324e-11
0.1,0.145777
0.1,-6.70389e-15
0.1,0.00815966
0.1,-9.36533e-11
0.1,-3.27317e-13
0.1,-4.49324e-11
0.1,-7.00098e-15
0.1,-1.76435e-13
0.1,-1.25357e-08
0.1,-3.02053e-10
0.1,0.175251
0.1,-3.92527e-11
0.1,-4.49324e-11
0.1,-3.57881e-09
0.1,-1.33311e-12
0.1,-3.04963e-13
0.1,-4.49324e-11
0.1,-4.49325e-11
0.1,-4.69298e-10
0.1,-1.70166e-15
0.1,-4.33636e-13
0.1,-5.43405e-11
0.1,-2.45099e-09
0.1,-6.95069e-09
0.1,-4.93631e-08
0.1,-6.83596e-12
0.1,-1.23268e-14
0.1,-8.63948e-12
0.1,-3.13005e-10
0.1,-3.83079e-09
0.1,-1.14645e-15
0.1,-6.26742e-09
0.1,0.0040022
0.1,-7.56269e-15
0.1,-4.49324e-11
0.1,0.146317
0.1,-4.49324e-11
0.1,-2.1435e-09
0.1,-1.88162e-11
0.1,-2.2914e-14
0.1,-8.96513e-14
0.1,-4.49324e-11
0.1,-8.8336e-11
0.1,-1.28238e-10
0.1,-6.45595e-14
0.1,-4.49505e-11
0.1,-7.15122e-14
0.1,-1.33694e-13
0.1,-2.07034e-10
0.1,-5.71112e-14
0.1,-2.39737e-08
0.1,-2.14784e-08
0.1,-3.27227e-13
0.1,-7.29835e-11
0.1,-5.12503e-11
0.1,-1.19727e-08
0.1,0.227855
0.1,-5.81717e-10
0.1,-1.41635e-09
0.1,-2.184e-09
0.1,-7.74141e-10
0.1,-7.83994e-10
0.1,-8.73691e-10
0.1,-2.37349e-12
0.1,-2.48518e-08
0.1,-7.75919e-09
0.1,-1.43228e-09
0.1,-4.49324e-11
0.1,-1.533e-09
0.1,-4.49324e-11
0.1,-1.01279e-10
0.1,-4.7642e-09
0.1,-3.03418e-15
0.1,-1.71704e-12
0.1,-4.49324e-11
0.1,-1.74592e-10
0.1,0.16645
0.1,-9.35015e-12
0.1,0.154012
0.1,-5.74097e-10
0.1,-4.49324e-11
0.1,-2.57035e-14
0.1,-9.49741e-10
0.1,-4.40021e-09
0.1,-6.95238e-10
0.1,-7.50788e-15
0.1,-6.21213e-10
0.1,-9.83469e-11
0.1,-7.50103e-16
0.1,-4.49409e-11
0.1,-2.93875e-12
0.1,-4.40533e-09
0.1,-2.34144e-11
0.1,-3.02646e-08
0.1,-1.76184e-08
0.1,-2.98162e-08
0.1,-1.14766e-13
0.1,-1.0078e-11
0.1,-1.66761e-09
0.1,-1.31572e-13
0.1,-2.1072e-13
0.1,-6.61654e-11
0.1,-2.67676e-08
0.1,-1.50171e-09
0.1,-4.49324e-11
0.1,-1.29332e-10
0.1,-6.07153e-15
0.1,-2.73797e-12
0.1,-4.49323e-11
0.1,-1.80679e-13
0.1,-2.86917e-09
0.1,0.179203
0.1,-8.54577e-09
0.1,-4.49324e-11
0.1,-1.64893e-12
0.1,-7.49926e-12
0.1,-4.55573e-09
0.1,-1.68411e-08
0.1,-1.54878e-13
0.1,-2.01511e-08
0.1,-4.49324e-11
0.1,-2.36407e-13
0.1,-4.49324e-11
0.1,-1.99742e-09
0.1,0.0125395
0.1,-4.49341e-11
0.1,-2.06324e-12
0.1,-2.32762e-08
0.1,-3.4933e-11
0.1,-2.10276e-08
0.1,-5.48134e-15
0.1,-1.36961e-10
0.1,0.11523
0.1,-1.44523e-09
0.1,-4.60903e-09
0.1,-2.43978e-14
0.1,-4.49323e-11
0.1,-3.12641e-11
0.1,0.0657506
0.1,-3.40004e-08
0.1,-5.5647e-09
0.1,-7.44901e-10
0.1,-4.49324e-11
0.1,-6.74311e-14
0.1,-7.80816e-10
0.1,-7.18842e-14
0.1,-4.49324e-11
0.1,-2.49971e-08
0.1,-4.34755e-13
0.1,-4.49324e-11
0.1,-2.53574e-08
0.1,-4.49324e-11
0.1,-4.49324e-11
0.1,-4.49325e-11
0.1,-1.74643e-11
0.1,0.0195685
0.1,-6.73792e-12
0.1,-4.49324e-11
0.1,-2.92284e-13
0.1,-4.47599e-08
0.1,0.0153602
0.1,-2.29273e-08
0.1,-1.01805e-14
0.1,-3.391e-15
0.1,-4.49324e-11
0.1,-1.0959e-09
0.1,-4.77177e-10
0.1,0.0313372
0.1,-7.25433e-10
0.1,-5.87076e-12
0.1,-1.00095e-13
0.1,-2.04221e-09
0.1,-4.15313e-13
0.1,-1.86661e-12
0.1,-1.351e-14
0.1,-4.49324e-11
0.1,-4.49323e-11
0.1,-2.7962e-13
0.1,-4.49324e-11
0.1,-2.32592e-14
0.1,-1.26083e-09
0.1,-2.60974e-08
0.1,-5.46663e-15
0.1,-4.49324e-11
0.1,-1.72469e-13
0.1,-4.49324e-11
0.1,-3.21013e-14
0.1,-1.70701e-08
0.1,-4.49332e-11
0.1,-1.94304e-08
0.1,-6.67056e-10
0.1,-3.41714e-12
0.1,-1.00642e-13
0.1,-2.8532e-10
0.1,0.0824165
0.1,-5.87332e-08
0.1,-4.50252e-13
0.1,-7.20618e-11
0.1,-9.16129e-11
0.1,-1.53569e-08
0.1,-3.96175e-08
0.1,-2.94736e-13
0.1,-4.49323e-11
0.1,-9.59489e-13
0.1,-1.99817e-09
0.1,-6.29891e-12
0.1,-3.31445e-11
0.1,-2.18173e-09
0.1,-6.78669e-15
0.1,-3.42014e-09
0.1,-2.01787e-08
0.1,0.0290096
0.1,-2.37219e-10
0.1,-5.48441e-13
0.1,-1.21559e-09
0.1,-3.37549e-08
0.1,-6.95631e-15
0.1,-2.67411e-15
0.1,-4.49324e-11
0.1,-5.57291e-10
0.1,-3.70421e-09
0.1,-4.13349e-09
0.1,-7.71273e-09
0.1,-2.22204e-13
0.1,-2.15239e-13
0.1,-1.32542e-12
0.1,-7.14831e-11
0.1,-1.27444e-08
0.1,-7.12122e-09
0.1,-1.37213e-13
0.1,-2.34109e-14
0.1,-4.92304e-11
0.1,-8.30027e-10
0.1,-8.12709e-09
0.1,-3.58949e-08
0.1,-6.20805e-14
0.1,-1.00982e-13
0.1,-1.39091e-14
0.1,-6.57627e-08
0.1,-8.6839e-10
0.1,-1.20974e-09
0.1,-4.49323e-11
0.1,0.015549
0.1,-4.49325e-11
0.1,-1.74298e-13
0.1,-4.96628e-14
0.1,-1.20974e-09
0.1,-1.73855e-13
0.1,-1.54254e-09
0.1,-4.49324e-11
0.1,0.0650517
0.1,-2.82217e-13
0.1,-4.49331e-11
0.1,-4.49324e-11
0.1,-4.49324e-11
0.1,-2.30762e-13
0.1,-4.44603e-10
0.1,-4.49324e-11
0.1,-4.32641e-12
0.1,-4.6819e-09
0.1,-7.46125e-13
0.1,-4.49324e-11
0.1,-4.51238e-08
0.1,-8.0898e-10
0.1,-4.12002e-08
0.1,0.0984812
0.1,-1.05831e-12
0.1,-4.83379e-09
0.1,-9.32359e-08
0.1,0.0147995
0.1,-4.49326e-11
0.1,-3.12711e-11
0.1,-4.49324e-11
0.1,-9.90651e-09
0.1,-2.31774e-15
0.1,-1.44943e-09
0.1,-2.29155e-12
0.1,-5.49289e-11
0.1,-1.81909e-08
0.1,-1.25822e-13
0.1,-2.07469e-08
0.1,-4.49324e-11
0.1,-8.04774e-09
0.1,-8.24623e-11
0.1,-4.60621e-12
0.1,-2.84635e-10
0.1,-1.65158e-08
0.1,-1.61385e-13
0.1,-4.49323e-11
0.1,-4.49324e-11
0.1,-7.69835e-09
0.1,-1.19856e-09
0.1,-4.49324e-11
0.1,-3.24278e-14
0.1,-3.96086e-13
0.1,-1.66256e-08
0.1,-2.74504e-12
0.1,-6.18231e-13
0.1,-5.99377e-12
0.1,-2.56843e-08
0.1,-8.28981e-10
0.1,-1.92428e-09
0.1,-1.67345e-08
0.1,-1.21658e-13
0.1,-3.036e-10
0.1,-4.49351e-11
0.1,-7.3812e-13
0.1,-1.00794e-08
0.1,-1.43516e-09
0.1,-2.14866e-08
0.1,-6.00779e-12
0.1,-2.46529e-10
0.1,-1.60025e-08
0.1,-4.56815e-10
0.1,-2.94839e-08
0.1,-2.62801e-09
0.1,-1.31634e-10
0.1,-2.5001e-08
0.1,-5.11867e-12
0.1,-4.49323e-11
0.1,-1.99526e-08
0.1,-1.60701e-11
0.1,-2.0528e-15
0.1,-2.44401e-13
0.1,-1.92679e-09
0.1,-3.47786e-09
0.1,0.0530224
0.1,-4.49323e-11
0.1,-6.76095e-09
0.1,-9.0091e-15
0.1,-2.4282e-08
0.1,-1.48296e-13
0.1,-2.24049e-12
0.1,-4.31647e-10
0.1,-8.92976e-11
0.1,-2.84858e-08
0.1,-8.99098e-16
0.1,0.217403
0.1,0.0292095
0.1,-4.49324e-11
0.1,-2.2931e-15
0.1,-4.49324e-11
0.1,0.149722
0.1,-4.13928e-08
0.1,-1.86761e-09
0.1,0.00362357
0.1,-3.70424e-13
0.1,-1.1862e-09
0.1,-5.51809e-09
0.1,-1.94903e-15
0.1,-3.32052e-08
0.1,-4.49329e-11
0.1,-2.43215e-08
0.1,0.111227
0.1,-4.49324e-11
0.1,-1.01352e-13
0.1,-5.06004e-13
0.1,-3.67409e-10
0.1,-1.53867e-14
0.1,-2.75307e-14
0.1,-3.36688e-08
0.1,-6.66531e-16
0.1,-2.54223e-15
0.1,-6.41157e-10
0.1,-2.05745e-15
0.1,0.180638
0.1,-8.84945e-15
0.1,-4.49324e-11
0.1,-2.9504e-08
0.1,-3.02303e-08
0.1,-4.49323e-11
0.1,-1.2574e-08
0.1,-1.03785e-15
0.1,-5.61521e-09
0.1,-2.35115e-13
0.1,-4.49324e-11
0.1,-4.49328e-11
0.1,-9.82875e-10
0.1,-5.02719e-08
0.1,-2.85515e-13
0.1,-2.94359e-08
0.1,-7.46254e-11
0.1,-5.32395e-11
0.1,-3.85506e-10
0.1,-4.4936e-10
0.1,-2.1662e-10
0.1,-9.1612e-09
0.1,-2.20999e-08
0.1,-4.49324e-11
0.1,-4.49323e-11
0.1,-2.82538e-09
0.1,-2.43397e-08
0.1,-1.42385e-08
0.1,-2.35387e-13
0.1,-2.61117e-15
0.1,-2.14905e-11
0.1,-2.27282e-15
0.1,-9.4546e-11
0.1,-1.33642e-11
0.1,-3.81997e-08
0.1,-3.19868e-11
0.1,-3.679e-11
0.1,-4.49324e-11
0.1,-1.21962e-14
0.1,-9.08006e-11
0.1,-4.46381e-12
0.1,-3.65998e-14
0.1,-4.49408e-11
0.1,-5.77631e-09
0.1,-9.58488e-09
0.1,-4.49324e-11
0.1,-4.04327e-14
0.1,-5.84428e-09
0.1,-2.41077e-09
0.1,-4.49323e-11
0.1,-1.89542e-08
0.1,-2.19699e-09
0.1,-2.13438e-13
0.1,-1.82648e-08
0.1,-1.86877e-09
0.1,-2.39164e-09
0.1,-9.24212e-10
0.1,-1.10411e-08
0.1,-4.49324e-11
0.1,-1.12961e-10
0.1,-4.49324e-11
0.1,-6.56195e-09
0.1,-3.76605e-09
0.1,-1.93459e-12
0.1,-8.1414e-14
0.1,-8.73058e-14
0.1,-2.33757e-12
0.1,-2.73754e-10
0.1,-6.56419e-15
0.1,-3.57344e-11
0.1,-4.49324e-11
0.1,0.0845323
0.1,0.0322885
0.1,-4.49323e-11
0.1,-1.52536e-10
0.1,-2.35938e-09
0.1,-3.37384e-14
0.1,-2.06152e-13
0.1,0.0215801
0.1,-6.83299e-13
0.1,-4.49324e-11
0.1,-9.14033e-13
0.1,-3.62859e-08
0.1,-7.48341e-16
0.1,-7.65619e-11
0.1,-1.09419e-13
0.1,-1.83442e-09
0.1,-2.86376e-13
0.1,-2.00026e-14
0.1,-4.49334e-11
0.1,-9.1227e-13
0.1,-6.49123e-11
0.1,-1.61777e-08
0.1,-4.49323e-11
0.1,-4.49324e-11
0.1,-1.33988e-14
0.1,-4.49324e-11
0.1,-2.08946e-08
0.1,-7.78593e-15
0.1,-3.65443e-08
0.1,-4.66232e-09
0.1,-6.29948e-09
0.1,-9.16027e-13
0.1,-3.17412e-10
0.1,-2.82922e-13
0.1,-2.01011e-14
0.1,-4.49325e-11
0.1,-1.24529e-14
0.1,-5.10992e-10
0.1,-1.04416e-13
0.1,-4.49323e-11
0.1,-3.48211e-10
0.1,-1.37127e-10
0.1,-7.20899e-13
0.1,-1.85411e-08
0.1,-1.80163e-14
0.1,-7.28445e-09
0.1,-3.77452e-10
0.1,0.2237
0.1,-4.49324e-11
0.1,0.240138
0.1,-1.87992e-09
0.1,-4.49324e-11
0.1,-1.70753e-12
0.1,-3.30592e-09
0.1,-1.79528e-08
0.1,-1.13715e-13
0.1,-8.4104e-12
0.1,0.143889
0.1,-5.44345e-16
0.1,-4.49324e-11
0.1,-2.64175e-13
0.1,-1.73465e-12
0.1,-4.49323e-11
0.1,-3.10278e-08
0.1,-1.61315e-09
0.1,-4.49324e-11
0.1,-1.20627e-11
0.1,-1.54988e-08
0.1,-1.73544e-08
0.1,-3.87021e-08
0.1,-1.65163e-09
0.1,-6.58718e-10
0.1,-5.26013e-15
0.1,-4.49324e-11
0.1,-4.4938e-11
0.1,-2.05146e-10
0.1,-9.98485e-13
0.1,-2.2095e-14
0.1,-2.07081e-14
0.1,-6.94887e-09
0.1,-1.54324e-08
0.1,-7.82181e-10
0.1,-2.11844e-14
0.1,-5.39913e-12
0.1,-4.49323e-11
0.1,-4.49323e-11
0.1,-6.16879e-09
0.1,-4.49324e-11
0.1,-3.2426e-13
0.1,-2.65877e-10
0.1,-7.81478e-10
0.1,-3.17021e-08
0.1,-3.47106e-08
0.1,-4.49324e-11
0.1,-1.69182e-08
0.1,-8.53003e-13
0.1,-3.63766e-14
0.1,-7.35355e-13
0.1,-5.86789e-12
0.1,0.0437078
0.1,-1.36698e-09
0.1,-1.46229e-09
0.1,-2.11367e-13
0.1,-4.49324e-11
0.1,-3.08633e-10
0.1,-4.49323e-11
0.1,-4.49324e-11
0.1,-1.99759e-09
0.1,-2.42424e-14
0.1,-4.49324e-11
0.1,-3.6609e-09
0.1,-2.95265e-09
0.1,-4.007e-09
0.1,-3.05106e-13
0.1,-7.03338e-09
0.1,-1.49912e-09
0.1,0.155175
0.1,-1.75504e-09
0.1,-5.17533e-10
0.1,-3.31627e-08
0.1,-2.63478e-15
0.1,0.100085
0.1,-2.33669e-08
0.1,-1.49611e-08
0.1,-8.64993e-11
0.1,-1.14316e-08
0.1,-1.87718e-09
0.1,-1.4852e-09
0.1,-4.67045e-08
0.1,-2.59608e-11
0.1,-4.49323e-11
0.1,-8.36289e-12
0.1,-1.41116e-08
0.1,-1.23117e-13
0.1,-2.06481e-13
0.1,-3.35877e-09
0.1,-2.54961e-08
0.1,-8.72944e-13
0.1,-1.28563e-11
0.1,-2.75752e-13
0.1,-1.75874e-13
0.1,-1.70216e-11
0.1,-1.34072e-14
0.1,-1.08973e-10
0.1,0.0275791
0.1,-2.87617e-15
0.1,-4.49324e-11
0.1,-5.68351e-08
0.1,-5.70476e-13
0.1,-1.42459e-11
0.1,-1.51675e-11
0.1,-1.84885e-13
0.1,-4.49324e-11
0.1,-7.23578e-08
0.1,0.0272325
0.1,-1.03787e-10
0.1,-3.88922e-09
0.1,-3.93646e-08
0.1,0.0154053
0.1,-4.49324e-11
0.1,-2.23627e-10
0.1,-3.56849e-15
0.1,-7.06658e-12
0.1,-4.49327e-11
0.1,-1.08477e-08
0.1,-4.49514e-11
0.1,-6.72321e-09
0.1,-5.47971e-15
0.1,-5.01437e-10
0.1,-2.07826e-09
0.1,-1.28145e-11
0.1,-4.49324e-11
0.1,-1.9634e-08
0.1,-5.72273e-11
0.1,0.0204548
0.1,-2.13672e-08
0.1,-4.49324e-11
0.1,-2.11265e-09
0.1,-3.01536e-13
0.1,-3.49109e-09
0.1,-4.23846e-13
0.1,-3.25824e-13
0.1,-7.95267e-14
0.1,-7.87368e-10
0.1,-1.20741e-08
0.1,-9.50194e-09
0.1,-4.22475e-15
0.1,-2.67926e-09
0.1,-9.54475e-09
0.1,-2.84639e-10
0.1,-1.04091e-13
0.1,-7.94945e-08
0.1,-1.17422e-10
0.1,-6.03809e-12
0.1,-6.04836e-13
0.1,-3.03605e-08
0.1,-4.01515e-11
0.1,0.0599601
0.1,-1.181e-14
0.1,-4.26511e-09
0.1,-4.49324e-11
0.1,-1.33206e-09
0.1,-2.75882e-08
0.1,0.000418715
0.1,-3.25018e-13
0.1,-2.84122e-12
0.1,-4.49324e-11
0.1,-1.2948e-14
0.1,-2.51492e-11
0.1,0.0107339
0.1,-4.49329e-11
0.1,-8.6528e-15
0.1,-1.04331e-09
0.1,-4.38637e-10
0.1,-4.49324e-11
0.1,-3.63e-13
0.1,-7.65283e-15
0.1,-4.49323e-11
0.1,-9.43077e-13
0.1,-4.27432e-13
0.1,-3.59721e-11
0.1,-9.42121e-14
0.1,-3.3307e-13
0.1,-4.49326e-11
0.1,0.145464
0.1,-3.25704e-08
0.1,-6.03322e-10
0.1,-4.49661e-15
0.1,-1.4292e-08
0.1,-2.47044e-12
0.1,-6.85758e-08
0.1,-4.49324e-11
0.1,-1.42925e-12
0.1,-4.49324e-11
0.1,-4.21261e-11
0.1,-4.714e-10
0.1,-1.78402e-11
0.1,-7.48254e-11
0.1,-1.8754e-09
0.1,-2.13551e-11
0.1,-3.34375e-14
0.1,-1.1769e-09
0.1,-1.6827e-14
0.1,-2.40529e-08
0.1,-1.44562e-12
0.1,-8.36101e-14
0.1,-2.2482e-15
0.1,-1.15378e-10
0.1,-2.33497e-13
0.1,-3.61677e-10
0.1,0.00104469
0.1,-4.76651e-09
0.1,-2.21642e-13
0.1,-5.00114e-09
0.1,-2.84639e-10
0.1,-2.50905e-09
0.1,-8.8384e-11
0.1,0.26528
0.1,-1.03598e-10
0.1,-3.27682e-13
0.1,-1.92859e-08
0.1,-3.32505e-14
0.1,-4.49324e-11
0.1,-4.49324e-11
0.1,-3.73353e-15
0.1,-1.06903e-13
0.1,-1.09634e-08
0.1,-2.02411e-13
0.1,-9.53068e-12
0.1,-5.08886e-09
0.1,-2.33354e-11
0.1,-1.36877e-09
0.1,-1.37327e-13
0.1,-2.68843e-13
0.1,-4.49324e-11
0.1,0.117582
0.1,-2.59924e-08
0.1,-7.07743e-11
0.1,-4.49324e-11
0.1,-3.01833e-09
0.1,-3.01987e-13
0.1,-4.49324e-11
0.1,-1.06858e-11
0.1,-4.49347e-11
0.1,-3.61633e-08
0.1,-1.38248e-09
0.1,-4.49324e-11
0.1,-2.22532e-10
0.1,-2.71979e-15
0.1,-2.31398e-12
0.1,-4.83904e-14
0.1,-3.33671e-14
0.1,-7.43706e-10
0.1,-1.98942e-08
0.1,-4.39006e-08
0.1,-7.07403e-14
0.1,-4.49324e-11
0.1,0.0438508
0.1,-4.44127e-08
0.1,-4.49323e-11
0.1,-7.15726e-10
0.1,-2.85794e-11
0.1,-4.49324e-11
0.1,-4.49323e-11
0.1,-6.55348e-13
0.1,-2.55887e-11
0.1,-4.49324e-11
0.1,-1.89569e-08
0.1,-8.46591e-09
0.1,-4.22926e-14
0.1,0.00303611
0.1,0.0525178
0.1,-5.405e-13
0.1,-4.49324e-11
0.1,-2.08459e-13
0.1,-9.79082e-09
0.1,-8.12997e-09
0.1,-2.31402e-12
0.1,-1.56111e-15
0.1,-4.49324e-11
0.1,-2.19997e-11
0.1,0.0183522
0.1,-1.04127e-08
0.1,-2.72797e-13
0.1,-4.49323e-11
0.1,-9.64068e-11
0.1,-2.82411e-08
0.1,-8.93545e-09
0.1,-8.45387e-11
0.1,-4.49329e-11
0.1,-1.79648e-13
0.1,-2.32614e-13
0.1,-4.45883e-10
0.1,-1.24621e-11
0.1,-9.50249e-10
0.1,-3.6676e-08
0.1,0.113087
0.1,-1.44043e-13
0.1,0.0726033
0.1,-1.98735e-08
0.1,-4.49403e-11
0.1,-4.49324e-11
0.1,-4.49325e-11
0.1,-2.2324e-08
0.1,-1.2399e-09
0.1,-5.58389e-09
